頭金,支払金額
失望,阻む
あいこ,終わり
ピッチ,ビチューメン
ピッチ,投球
寄る,訪問
寄る,顔を合わせる
寄る,交流
寄る,到来
一水,一片
かた付ける,申しつける
かた付ける,取りあつかう
かた付ける,決議
かた付ける,終らす
ウオーター,要素
ウオーター,汁
かたわ,諸人
仕上げる,終わる
仕上げる,終らす
しつけ,躾
しつけ,アクティビティー
離陸,去ること
離陸,上り
離陸,発す
離陸,去ること
離陸,上り
離陸,発す
良心的兵役拒否者,反対者
退陣,退くこと
退陣,去る
退陣,辞職
退陣,退くこと
退陣,去る
退陣,辞職
代理権,動静
安定,画一主義
安定,事態
安定,画一主義
安定,事態
安定,画一主義
安定,事態
形式,御祝い
形式,ジャンル
形式,流儀
破裂,打毀し
破裂,外傷
破裂,異常爆発
破裂,砕ける
破裂,砕ける
破裂,打毀し
破裂,外傷
破裂,異常爆発
破裂,砕ける
破裂,砕ける
敗る,打負かす
磨ぎ上げる,革める
含む,含有
含む,結び合せる
含む,含有
含む,含有
含む,特徴として持つ
含む,ではある
ハードセル,アド
戦争犯罪人,違反者
殺すこと,締め括り
映出す,描画
映出す,反響させる
映出す,顕示
映出す,指し示す
映出す,現す
偸盗,盗人
偸盗,重罪
十分の一,既約分数
国際化,集団行動
心する,警戒
心する,動く
心する,随順
お積もり,目当て
閉幕,動静
閉幕,エンディング
閉幕,終らす
閉幕,動静
閉幕,エンディング
閉幕,終らす
戦略,行動計画
戦略,行動計画
戦略,行動計画
分かりにくくする,入換える
グラム,斤
文法的性,文法的範疇
浮き世茶屋,家屋
太陽崇拝,礼拝
搭乗,去ること
搭乗,入込む
搭乗,乗じる
搭乗,去ること
搭乗,入込む
搭乗,乗じる
一連,順序
一連,システム
一連,集団
一連,連なり
一連,順序
捩れ,動くこと
高瀬舟,艇
恰好,属性
恰好,風姿
恰好,性状
恰好,風姿
恰好,流儀
恰好,属性
恰好,風姿
恰好,性状
恰好,風姿
恰好,流儀
ちょっと手を出す,専念させる
ブラウンブレッド,パン
思及ぶ,結び合せる
出しゃばる,入込む
下宿屋,家屋
下宿屋,宿泊設備
下宿屋,家屋
根号,表徴
決着,意志決定
決着,出来事
卑劣漢,大賊
得る,交流
得る,得点
得る,遷移
得る,遷移
淫猥,不体裁
淫猥,不体裁
舐ぶる,撫でまわす
人工死産,妊娠中絶
すべり弁,弁
寝室,室
無限,性状
無限,性状
ナマケモノ,貧歯目
オイスタークラッカー,クラッカー
十字路,接点
一派,団体
一派,教会
痕,小疵
痕,症候
変奏,主題メロディ
大急ぎ,素早さ
大急ぎ,素早さ
オープンサンドイッチ,サンド
重味,物性
重味,押出し
住家,住居施設
住家,家屋
住家,家屋
へばり付く,付着
保守主義者,成人
編緝,創造
スツール,シート
汚辱,不名誉
汚辱,侮辱
汚辱,不名誉
星占い,疑似科学
星占い,兼言
藻,原生生物
仕舞う,終らす
気象観測船,船舶
思いえがく,思い描く
嫁御前,参加者
払い戻す,支辨
払い戻す,埋合わせる
単利,金利
買い手市場,市場
誤魔化し,欺騙
傍証,確証
傍証,裏付
傍証,裏付
氷点,温度
頒つ,得る
頒つ,役だてる
頒つ,配る
後付け,後がき
大旨,要覧
大旨,辞意
大旨,プラン
髄膜炎,伝染病
クリップ,留具
ウエーブ,髪形
ウエーブ,髪形
心霊,キャラクタ
心霊,生気
ご機嫌,機嫌
ご機嫌,心緒
ご機嫌,機嫌
ご機嫌,心緒
肥し,有機肥料
財政状態,容態
演出家,所属長
意欲,渇き
意欲,渇き
意欲,情熱
意欲,偏り
ALGOL,代数言語
朝駆けの駄賃,課題
褒奨金,申出
攻込む,攻撃
貸付金,借り入れ
お銭,貨幣制度
ヌーヴェルヴァーグ派,映画製作者
マドロス,乗組み員
マドロス,熟練工
聞きとる,見取る
意識,精神状態
工作員,廻者
工作員,密偵
工作員,密偵
ラバトリー,室
マザー,親者人
為終える,終わる
為終える,終わる
為終える,終らす
園丁,園芸家
ヒロイン,女子
先住民,個人
つがい目,身体部位
見て取る,見取る
見て取る,思いだす
プロテスト,導通抵抗
プロテスト,オブジェクション
プロテスト,打ち消す
プロテスト,愚痴る
プロテスト,導通抵抗
プロテスト,オブジェクション
プロテスト,打ち消す
プロテスト,愚痴る
演練,為す
斃死,なる
インデックスレジスタ,レジスター
戦うこと,論争
スティールドラム,打ち物
瓣,花葉
明かす,告げ知らせる
明かす,剔抉
来遊者,旅客
コロシアム,スタディアム
クライムストーリー,物語り
論破,打ち消す
偽造,ごまかす
偽造,再現
偽造,ごまかす
偽造,再現
幻覚剤,薬物
差許す,受容れる
差許す,認可
読切り点,正鵠
押し分ける,押す
レパブリック,政治制度
レパブリック,政治制度
命ずる,指顧
命ずる,指顧
命ずる,課す
命ずる,託する
命ずる,要望
聴聞会,時
アチック,フローア
どんけつ,身体部位
発泡プラスチック,マティエール
消毒剤,医薬
一芝居,不誠意
一芝居,謀略
竪穴,空
竪穴,通路
限外顕微鏡,光学顕微鏡
清め,改修
再訓練,仕込む
膨らみ,隆起
磁束,力の場
総監,結付き
堰く,押しとどめる
昼ま,ピリオド
三塁打,安打
分団,サークル
分団,事業部
請け合い,誓約
請け合い,口述
ごまかし,欺騙
ごまかし,欺騙
ごまかし,欺騙
祖母さま,祖父母
空世辞,褒言葉
核,中ごろ
核,明瞭さ
核,中ごろ
核,細胞器官
核,専念
核,中ごろ
核,ひとまとまり
核,認知的内容
掻撫でる,愛ぶ
掻撫でる,接する
宿営地,営所
悪玉,好ましからざる人物
悪玉,違反者
悪玉,個人
悪玉,配役
汚染,マティエール
汚染,不純
汚染,環境条件
汚染,不純
汚染,入換える
汚染,穢す
汚染,マティエール
汚染,不純
汚染,環境条件
汚染,不純
汚染,入換える
汚染,穢す
腐爛,腐敗
腐爛,朽ちる
腐爛,腐敗
腐爛,朽ちる
ムネアカコウカンチョウ,フィンチ
大ぼら,不誠意
不届き,不体裁
不届き,曲事
不届き,不行き届き
不届き,不体裁
不届き,曲事
不届き,不行き届き
通解,心的表示
通解,解説
ブタジエン,炭化水素
長打,飛球
嵩じる,増加
嵩じる,なる
損減,変易
損減,減少
気遣い,心理状態
気遣い,温かさ
気遣い,患い
土民,個人
コーポレイション,会社
オペアコミーク,歌劇
熟思,話し合い
熟思,思惟作用
熟思,後図
熟思,議する
熟思,考える
熟思,話し合い
熟思,思惟作用
熟思,後図
熟思,議する
熟思,考える
彌漫,動く
検察,集団
検察,調査
検察,吏員
検察,代言人
窮愁,艱苦
フリー,動静
フリー,動静
公休,ディ
附庸,地理的地域
名札,プレート
名札,附票
中折,笠
王さま,人君
義母,継親
義母,かあ様
義母,姻戚
異常,未知
異常,個人
異常,持ち味
異常,未知
異常,個人
異常,持ち味
異常,未知
異常,個人
異常,持ち味
証券取引所,交換所
特赦,令状
精神錯乱,精神状態
獣医師,内科医
ルックザック,カバン
用場,室
垂れ下げる,落す
必須アミノ酸,アミノ酸
唸る,発語
唸る,ガタガタ
唸る,尊重
唸る,発語
唸る,発語
ターコイズ,ブルー
バカンス,閑
ブタクサ,雑草
思召,決断
マリーナ,ドック
海沿い,岸べ
平原,土
結成,アクティビティー
結成,経始
レジスタ,キャッシュボックス
レジスタ,記憶装置
初乳,乳
拾得,接する
共同因子,化合物
切間,隔たり
鍛鉄,fe
開会,掛かる
シリコン樹脂,プラスティック
ウェーハ,パン
ほうりだす,放置
ほうりだす,移転
ほうりだす,取去る
ほうりだす,移転
ほうりだす,賦する
ほうりだす,一擲
ほうりだす,退ける
闘牛,スペクタクル
コンベンション,集団行動
コンベンション,会合
コンベンション,正統性
コンベンション,修練
パブロバ,デサール
詰まらなさ,性状
水中超音波探知器,測定装置
急死,なる
紙障子,掩護
終焉,エンディング
終焉,変易
終焉,動静
終焉,エンディング
勧奨,代言
勧奨,お手伝い
勧奨,援護
勧奨,誘いだす
勧奨,代言
勧奨,お手伝い
勧奨,援護
勧奨,誘いだす
言い足す,発語
素破抜く,あざ笑う
方向,通路
方向,場所
方向,連なり
方向,性質
構造,アクティビティー
構造,もの
構造,性質
構造,システム
構造,自然作用
構造,了知
構造,大組
Ａｍ,メタール
附ける,付着
附ける,覆う
ガウス曲線,曲がり
嫁御寮,参加者
非点収差,容態
夢浮橋,ファンタジー
衙門,事務室
走狗,お手伝い
走狗,猟犬
指示詞,代名詞
自律,自立
クロノスコープ,測定装置
ツイーター,スピーカ
戦闘任務,軍事任務
コンセンサス,一致
割前,割り当て額
割前,資産
サンプル,分布
サンプル,例
掬い込む,引去る
腫瘍学,内科学
隔てる,差別
フッター,尺度
フッター,附注
ミュゼット,バグパイプ
素描,下書き
素描,要覧
素描,描出
素描,プラン
素描,図面
素描,写しだす
素描,下書き
素描,要覧
素描,描出
素描,プラン
素描,図面
素描,写しだす
災害,壊滅
災害,苦しみ
災害,苦労
災害,災難
若年,年齢層
面体,風姿
憂さ晴し,アクティビティー
百年,ピリオド
住み替え,変易
ジョイスティック,制御機
ジョイスティック,インプットデバイス
でき事,興味
でき事,事
復讎,返し
復讎,処罰
復讎,返し
復讎,処罰
大根,根菜
大根,俳優
嚼む,握緊める
スーベニア,おくり物
賄方,熟練工
不倶戴天の敵,敵
フレッシュマン,ジュニア
フレッシュマン,初心者
撤回,取消し
撤回,解除
撤回,取消し
撤回,解除
凡夫,男性
アプローチ,概念化
アプローチ,移り
アプローチ,航空路
アプローチ,動く
アプローチ,話しかける
アプローチ,概念化
アプローチ,移り
アプローチ,航空路
アプローチ,動く
アプローチ,話しかける
直接証拠,証拠
まかり出る,終わる
バレー,ステージダンス
常習,アクティビティー
常習,パターン
常習,アクティビティー
常習,パターン
火線,第一線
ベジタブル,青果
走り,歩行運動
液材,材
御用聞,警官
小突きまわす,あざ笑う
小突きまわす,取りあつかう
小突きまわす,悩ます
小突きまわす,苦します
小突きまわす,無視する
逃げ失せる,脱出
逃げ失せる,出で立つ
入り換わり,バリエーション
引離す,残す
引離す,移転
クラブ,野球チーム
クラブ,協会
クラブ,場所
1890年代,十年
故老,成人
廟所,場所
廟所,墓
御近付,個人
御近付,掛りあい
懸賞金,賞与
懸賞金,申出
懸賞金,褒美
名取草,観賞花
パリパリしていること,新鮮さ
教育課程,教え
教育課程,報
無花果状果,果物
同調,親近感
同調,性質
同調,遷移
同調,整合
同調,親近感
同調,性質
同調,遷移
同調,整合
回歴,動く
目掛,女子
目掛,色
地震,地質現象
へこませる,捻くる
サンクチュアリー,場所
サンクチュアリー,保護施設
エッキス,溶液
さん奪,奪い取る
土牢,独居房
日延,遅らせる
エクリプス,途切
剪除,落ちる
知覚麻痺,症候
